delta.rank	pval	level	nseqs	term	name	p.adj	goDivision
-284	0.539141526225208	3	12	GO:0032806	carboxy-terminal domain protein kinase complex	0.686542288321262	CC
-114	0.551719968805552	2	71	GO:0005905	clathrin-coated pit	0.700833473888134	CC
-204	0.559435534876582	4	21	GO:0060170	ciliary membrane	0.708892577282336	CC
-65	0.563467791881517	3	210	GO:0044437	vacuolar part	0.70950527448506	CC
-193	0.563813581744784	6	23	GO:0071339	MLL1 complex	0.70950527448506	CC
-181	0.564036107956208	5	26	GO:0000315;GO:0005762	organellar large ribosomal subunit	0.70950527448506	CC
-116	0.575416597510527	2	60	GO:0097223	sperm part	0.722064031342093	CC
-91	0.578637901353605	2	96	GO:0005788	endoplasmic reticulum lumen	0.723113957089267	CC
-256	0.579050634883862	3	12	GO:0005891	voltage-gated calcium channel complex	0.723113957089267	CC
-141	0.586427899815572	3	38	GO:0005746;GO:0070469	mitochondrial respirasome	0.729353279037878	CC
-275	0.586981762393286	6	10	GO:0000322;GO:0000324	fungal-type vacuole	0.729353279037878	CC
-188	0.589844995134412	4	21	GO:0005782;GO:0031907	peroxisomal matrix	0.729353279037878	CC
-73	0.589869352131281	4	143	GO:0045121;GO:0098857	membrane raft	0.729353279037878	CC
67	0.591100626531665	2	167	GO:0015629	actin cytoskeleton	0.729353279037878	CC
195	0.595858679378995	4	19	GO:0070852	cell body fiber	0.733473660092715	CC
174	0.601680255468612	2	23	GO:0031519	PcG protein complex	0.738484204107441	CC
240	0.602785946099304	2	12	GO:0030125	clathrin vesicle coat	0.738484204107441	CC
188	0.607981115456417	3	19	GO:0001750	photoreceptor outer segment	0.742383509640926	CC
77	0.609330481405433	5	115	GO:0071013	catalytic step 2 spliceosome	0.742383509640926	CC
92	0.610276579492057	2	79	GO:0030666	endocytic vesicle membrane	0.742383509640926	CC
255	0.613995374866764	6	10	GO:0031306	intrinsic component of mitochondrial outer membrane	0.745154011281965	CC
145	0.62081150206793	3	30	GO:0005758	mitochondrial intermembrane space	0.751661701567025	CC
99	0.626455478950311	3	62	GO:0043195	terminal bouton	0.756723090227362	CC
105	0.632404819397848	2	54	GO:0043230;GO:0065010;GO:1903561	extracellular organelle	0.762128884915355	CC
-176	0.640105032657567	6	18	GO:0005720	nuclear heterochromatin	0.768014016581769	CC
159	0.640259267208399	3	22	GO:0008287	protein serine/threonine phosphatase complex	0.768014016581769	CC
-214	0.643718519730994	3	12	GO:0031231	intrinsic component of peroxisomal membrane	0.770376098844731	CC
-217	0.65246445274341	2	11	GO:0034518	RNA cap binding complex	0.779039542883009	CC
-135	0.654808473680984	3	28	GO:0016592	mediator complex	0.78003682233426	CC
-31	0.656376573194029	3	609	GO:0031967	organelle envelope	0.78010732952026	CC
131	0.659053077862677	2	29	GO:0031983	vesicle lumen	0.781491837740835	CC
-209	0.665456699018838	3	11	GO:0034358;GO:1990777	plasma lipoprotein particle	0.786110377180047	CC
218	0.6659890622918	4	10	GO:0032590	dendrite membrane	0.786110377180047	CC
146	0.669806583696002	2	22	GO:0005776	autophagosome	0.787541473611297	CC
74	0.670248062647912	3	86	GO:0014069;GO:0099572	postsynaptic density	0.787541473611297	CC
-100	0.6786453487514	2	44	GO:0016605	PML body	0.7939334812479	CC
-71	0.678759378552363	3	88	GO:0034702	ion channel complex	0.7939334812479	CC
137	0.681219407517427	3	23	GO:0043190	ATP-binding cassette (ABC) transporter complex	0.795012265658036	CC
-28	0.68467288064049	2	610	GO:0031975	envelope	0.797242971376426	CC
-54	0.686647344201949	2	144	GO:0098589	membrane region	0.797745341466084	CC
131	0.695278507695956	2	23	GO:0045172	germline ring canal	0.805961857575805	CC
-129	0.705528851607389	5	22	GO:0030864	cortical actin cytoskeleton	0.816014354096242	CC
66	0.709344800843379	2	82	GO:0098793;GO:0043679	presynapse	0.818596567044703	CC
93	0.712639631235982	2	40	GO:0001669	acrosomal vesicle	0.820269681564362	CC
55	0.713967807938033	2	116	GO:0005765	lysosomal membrane	0.820269681564362	CC
-179	0.723943160994758	2	10	GO:0070090	metaphase plate	0.829886062603747	CC
31	0.730410384112633	2	338	GO:0031966	mitochondrial membrane	0.835447275633255	CC
102	0.737261329646324	1	28	GO:0009295	nucleoid	0.841421870700109	CC
66	0.765923640230596	2	53	GO:0070062	extracellular exosome	0.872208198236163	CC
117	0.76927358408327	3	16	GO:0005637	nuclear inner membrane	0.874097676859452	CC
80	0.772007869845937	2	34	GO:0016328	lateral plasma membrane	0.874687590696022	CC
51	0.773176458313505	2	84	GO:0044306	neuron projection terminus	0.874687590696022	CC
44	0.77599125150301	3	111	GO:0071011	precatalytic spliceosome	0.875955190015406	CC
-43	0.788632182454456	2	103	GO:0000151	ubiquitin ligase complex	0.886543094695545	CC
67	0.790323453258728	2	41	GO:0017053	transcriptional repressor complex	0.886543094695545	CC
-40	0.791124724327409	2	115	GO:1902495	transmembrane transporter complex	0.886543094695545	CC
-83	0.792229999515168	4	26	GO:0042641	actomyosin	0.886543094695545	CC
115	0.795158331525515	4	13	GO:0008328;GO:0098878	neurotransmitter receptor complex	0.887898180126763	CC
-106	0.803601156008352	2	14	GO:0034704	calcium channel complex	0.895391805293789	CC
-64	0.807741689233534	2	37	GO:0031970	organelle envelope lumen	0.898069792115564	CC
17	0.813772462308391	1	525	GO:0044421	extracellular region part	0.901468082252972	CC
-119	0.81428548242193	4	10	GO:0009526;GO:0009941	plastid envelope	0.901468082252972	CC
23	0.819072756916142	3	262	GO:0019866	organelle inner membrane	0.90439593678377	CC
70	0.820428809190693	4	27	GO:0009507;GO:0009536	chloroplast	0.90439593678377	CC
-95	0.825055203127671	3	14	GO:0032839;GO:0120111	dendrite cytoplasm	0.907560723440438	CC
-69	0.830041648875913	2	25	GO:1903293	phosphatase complex	0.908453180330875	CC
78	0.830769883035758	3	19	GO:0030119	AP-type membrane coat adaptor complex	0.908453180330875	CC
55	0.831460697114621	3	38	GO:0000118	histone deacetylase complex	0.908453180330875	CC
16	0.832895178872021	2	517	GO:0098590	plasma membrane region	0.908453180330875	CC
83	0.836036798095505	2	16	GO:0030312	external encapsulating structure	0.908541738056845	CC
66	0.837877569508472	5	25	GO:0034705	potassium channel complex	0.908541738056845	CC
-37	0.838248373410281	4	78	GO:0005604	basement membrane	0.908541738056845	CC
62	0.840488426059351	3	27	GO:0098533	ATPase dependent transmembrane transport complex	0.909063841574654	CC
71	0.843747054086523	2	20	GO:0030173	integral component of Golgi membrane	0.910203707668411	CC
27	0.845063403637983	3	133	GO:0097060	synaptic membrane	0.910203707668411	CC
-76	0.853289482017506	7	15	GO:0035267;GO:0043189	H4/H2A histone acetyltransferase complex	0.91687928892384	CC
-93	0.854808157178512	2	10	GO:0035324	female germline ring canal	0.91687928892384	CC
-17	0.856634508192329	2	322	GO:0005615	extracellular space	0.916935902143756	CC
-45	0.861863301263069	3	38	GO:0032421	stereocilium bundle	0.920286611875762	CC
-26	0.863760533112472	2	118	GO:1990351	transporter complex	0.920286611875762	CC
-85	0.866795773103972	3	10	GO:0031258	lamellipodium membrane	0.920286611875762	CC
-47	0.866885067666337	4	33	GO:0016529	sarcoplasmic reticulum	0.920286611875762	CC
82	0.871474737420344	2	10	GO:0031045	dense core granule	0.921243953592584	CC
-81	0.873347592719453	2	10	GO:0005845	mRNA cap binding complex	0.921243953592584	CC
17	0.873460449151171	4	246	GO:0005743	mitochondrial inner membrane	0.921243953592584	CC
-26	0.874914470433189	2	99	GO:0044455	mitochondrial membrane part	0.921243953592584	CC
-35	0.87935668354995	3	48	GO:0034708;GO:0035097	histone methyltransferase complex	0.922743392977284	CC
76	0.879908109744296	2	10	GO:0005869	dynactin complex	0.922743392977284	CC
-58	0.891334520203952	5	14	GO:0080008	Cul4-RING E3 ubiquitin ligase complex	0.93283066325348	CC
-47	0.893135741412906	3	21	GO:0008076	voltage-gated potassium channel complex	0.93283066325348	CC
42	0.899913174538444	3	23	GO:0031228	intrinsic component of Golgi membrane	0.938014337170112	CC
23	0.902416279002361	3	74	GO:0098858	actin-based cell projection	0.938730817392798	CC
-34	0.908274607896769	4	29	GO:0045169	fusome	0.941720265785668	CC
16	0.91056524453912	3	124	GO:0098852	lytic vacuole membrane	0.941720265785668	CC
-46	0.910754609077048	3	15	GO:0090568	nuclear transcriptional repressor complex	0.941720265785668	CC
-22	0.920630502695116	2	55	GO:0098800	inner mitochondrial membrane protein complex	0.950031876034681	CC
-37	0.922469477358216	2	18	GO:0000786	nucleosome	0.950033306362944	CC
-13	0.92598381013836	3	141	GO:0031253	cell projection membrane	0.95137902278857	CC
16	0.927456532853848	4	85	GO:0005700	polytene chromosome	0.95137902278857	CC
-20	0.930393904714701	2	47	GO:0045111	intermediate filament cytoskeleton	0.952502274727724	CC
-10	0.936421140322141	3	182	GO:0016604	nuclear body	0.956778121633492	CC
30	0.939090069377076	2	17	GO:0036056	filtration diaphragm	0.957612555952561	CC
-22	0.944910205097052	2	26	GO:0045171	intercellular bridge	0.961650740226724	CC
24	0.949267962259502	2	18	GO:0048786	presynaptic active zone	0.964187694475761	CC
25	0.955293345274733	2	13	GO:0005618	cell wall	0.968023146356967	CC
25	0.956788835180677	3	12	GO:0036057	slit diaphragm	0.968023146356967	CC
19	0.970837602351619	6	10	GO:0005719	nuclear euchromatin	0.980318438312084	CC
8	0.980488401216019	3	27	GO:0042645	mitochondrial nucleoid	0.985544384463027	CC
-9	0.981498564049494	3	17	GO:0005689	U12-type spliceosomal complex	0.985544384463027	CC
-3	0.982370862788291	3	168	GO:0030139	endocytic vesicle	0.985544384463027	CC
-10	0.983638109057876	2	10	GO:0051286	cell tip	0.985544384463027	CC
3	0.991769836468741	3	29	GO:0008023	transcription elongation factor complex	0.991769836468741	CC
504	2.57388951655548e-10	-1	466	GO:0004871	obsolete signal transducer activity	1.77340987690673e-7	MF
472	1.7347657130009e-9	1	484	GO:0060089	molecular transducer activity	5.9762678812881e-7	MF
-876	1.53235082769208e-8	3	116	GO:0005342;GO:0046943	organic acid transmembrane transporter activity	3.51929906759948e-6	MF
-741	2.09607155492178e-7	2	137	GO:0140097	catalytic activity, acting on DNA	3.61048325335277e-5	MF
405	3.05660277038365e-7	2	475	GO:0019899	enzyme binding	4.21199861758867e-5	MF
-705	5.95649079808085e-7	3	140	GO:0008514	organic anion transmembrane transporter activity	6.84003693312951e-5	MF
-851	7.06852748390438e-7	2	94	GO:0004518	nuclease activity	6.95745062344303e-5	MF
-913	1.02723140109912e-6	2	79	GO:0008238	exopeptidase activity	8.84703044196617e-5	MF
-893	1.77356088722856e-6	4	79	GO:0015171	amino acid transmembrane transporter activity	1.35775939033386e-4	MF
380	3.13600738226667e-6	2	445	GO:0032553	ribonucleotide binding	2.14233719802729e-4	MF
-408	3.42027709409291e-6	3	378	GO:0016788	hydrolase activity, acting on ester bonds	2.14233719802729e-4	MF
380	3.77645596453511e-6	4	437	GO:0032555	purine ribonucleotide binding	2.16831513297058e-4	MF
590	4.4551113264262e-6	2	170	GO:0004842	ubiquitin-protein transferase activity	2.36120900300589e-4	MF
-1054	5.60773844995362e-6	2	51	GO:0008028	monocarboxylic acid transmembrane transporter activity	2.75980842287003e-4	MF
455	6.89701421409768e-6	2	280	GO:0004888	transmembrane signaling receptor activity	3.16802852900887e-4	MF
2040	8.45275579516836e-6	2	13	GO:0005484	SNAP receptor activity	3.63996796429437e-4	MF
551	1.02428109835353e-5	2	180	GO:0019787	ubiquitin-like protein transferase activity	4.15135103979754e-4	MF
760	1.63144321050039e-5	1	89	GO:0045182	translation regulator activity	6.24480206685983e-4	MF
-861	2.14993492233725e-5	3	67	GO:0016798	hydrolase activity, acting on glycosyl bonds	7.45320874897673e-4	MF
539	2.18196731778476e-5	2	174	GO:0032561	guanyl ribonucleotide binding	7.45320874897673e-4	MF
-1940	2.28781284376081e-5	6	13	GO:0015183	L-aspartate transmembrane transporter activity	7.45320874897673e-4	MF
414	2.44860159793626e-5	2	298	GO:0038023	signaling receptor activity	7.45320874897673e-4	MF
343	2.48800872607351e-5	2	447	GO:0017076	purine nucleotide binding	7.45320874897673e-4	MF
575	3.27393284830873e-5	4	146	GO:0019900	kinase binding	9.02704628002926e-4	MF
363	3.27541592163616e-5	4	382	GO:0035639	purine ribonucleoside triphosphate binding	9.02704628002926e-4	MF
487	3.83173660070843e-5	2	202	GO:0019904	protein domain specific binding	9.51880368920135e-4	MF
297	3.90808058907975e-5	2	579	GO:0097367	carbohydrate derivative binding	9.51880368920135e-4	MF
-2047	3.94245711373981e-5	3	11	GO:0017153	sodium:dicarboxylate symporter activity	9.51880368920135e-4	MF
-1003	4.00646309124585e-5	2	46	GO:0016835	carbon-oxygen lyase activity	9.51880368920135e-4	MF
-1503	4.78454660574926e-5	5	20	GO:0008513	secondary active organic cation transmembrane transporter activity	0.00109885087045375	MF
512	5.0042535313999e-5	3	176	GO:0019001	guanyl nucleotide binding	0.00111223570423695	MF
-504	6.27419612398285e-5	2	177	GO:0008509	anion transmembrane transporter activity	0.00131414711186255	MF
-753	6.29417339498754e-5	5	78	GO:0016597	amino acid binding	0.00131414711186255	MF
-875	6.81494569833679e-5	2	57	GO:0015370	solute:sodium symporter activity	0.00138102870181001	MF
577	7.62208778739211e-5	2	131	GO:0031267	small GTPase binding	0.00150046242443233	MF
582	9.65526426667596e-5	2	125	GO:0017016	Ras GTPase binding	0.0018479102999277	MF
333	1.00873162558821e-4	4	398	GO:0001883	purine nucleoside binding	0.00187842186494669	MF
331	1.17641545090173e-4	2	396	GO:0032550;GO:0032549	purine ribonucleoside binding	0.00213302696229287	MF
-1156	1.29201307707313e-4	5	30	GO:0003684	damaged DNA binding	0.00228255643616253	MF
-1995	1.33447276383025e-4	5	10	GO:0005314;GO:0015501	glutamate:sodium symporter activity	0.00229862933569761	MF
326	1.40297732264972e-4	3	400	GO:0001882	nucleoside binding	0.00235768628123331	MF
-1607	1.64650076094777e-4	5	15	GO:0015556	C4-dicarboxylate transmembrane transporter activity	0.00270104529593575	MF
493	1.70814837741762e-4	4	163	GO:0051020	GTPase binding	0.00273700984195521	MF
-1093	1.86828581708694e-4	3	32	GO:0005343	organic acid:sodium symporter activity	0.00292556574539296	MF
722	2.02465227214584e-4	3	73	GO:0090079	translation regulator activity, nucleic acid binding	0.00309996759001885	MF
-1223	2.16969522789978e-4	3	25	GO:0008408	3'-5' exonuclease activity	0.00311894094031741	MF
-1020	2.18478781542533e-4	2	36	GO:0016836	hydro-lyase activity	0.00311894094031741	MF
1133	2.24577582890883e-4	2	29	GO:0030506	ankyrin binding	0.00311894094031741	MF
-989	2.31295070033857e-4	2	38	GO:0004527	exonuclease activity	0.00311894094031741	MF
440	2.32567738470138e-4	3	197	GO:0016881	acid-amino acid ligase activity	0.00311894094031741	MF
-1327	2.34257581390533e-4	2	21	GO:0019825	oxygen binding	0.00311894094031741	MF
-425	2.35643397861041e-4	2	212	GO:0140098	catalytic activity, acting on RNA	0.00311894094031741	MF
-1325	2.3991853387057e-4	4	21	GO:0015199;GO:0015651;GO:0015226	amino-acid betaine transmembrane transporter activity	0.00311894094031741	MF
-770	2.5797280400808e-4	3	62	GO:0015294;GO:0015293	solute:cation symporter activity	0.00329154188817717	MF
-1282	2.76438821709228e-4	2	22	GO:0005310	dicarboxylic acid transmembrane transporter activity	0.00346302451195742	MF
586	2.94702764668903e-4	2	106	GO:0003735	structural constituent of ribosome	0.00362589651530132	MF
-881	3.10423735555597e-4	2	46	GO:0015179	L-amino acid transmembrane transporter activity	0.00375231497890888	MF
-1483	3.30331876935387e-4	2	16	GO:0015172	acidic amino acid transmembrane transporter activity	0.00392411488290486	MF
1755	4.24754504659146e-4	2	11	GO:0035438	cyclic-di-GMP binding	0.00488702397541922	MF
-1555	4.29807284014332e-4	2	14	GO:0008484	sulfuric ester hydrolase activity	0.00488702397541922	MF
-1141	4.3266830551607e-4	4	26	GO:0005416	amino acid:cation symporter activity	0.00488702397541922	MF
-1550	4.46125587289642e-4	2	14	GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds	0.00495775047810586	MF
516	4.70421398620604e-4	2	128	GO:0019901	protein kinase binding	0.0051447673595174	MF
-665	5.22516206829475e-4	3	75	GO:0015238	drug transmembrane transporter activity	0.00562521353914857	MF
-1029	5.32357892782201e-4	2	31	GO:0072341	modified amino acid binding	0.00564299366349133	MF
-732	5.64873007126647e-4	2	61	GO:0004519	endonuclease activity	0.0058298136637384	MF
474	5.6690495714147e-4	3	148	GO:0005525	GTP binding	0.0058298136637384	MF
-1576	5.80399756869252e-4	2	13	GO:0003943	N-acetylgalactosamine-4-sulfatase activity	0.00583946362508106	MF
742	5.8479388988475e-4	2	59	GO:0008135	translation factor activity, RNA binding	0.00583946362508106	MF
-1019	6.05334788905145e-4	5	31	GO:0004180	carboxypeptidase activity	0.00595822385079493	MF
-525	6.58638690914063e-4	2	117	GO:0016829	lyase activity	0.00639157828225055	MF
-1363	6.72268556676992e-4	2	17	GO:0016595	glutamate binding	0.00643323660486733	MF
652	7.99347046917391e-4	-1	73	GO:0005057	obsolete signal transducer activity, downstream of receptor	0.00754452212775455	MF
-408	8.7419965796889e-4	2	187	GO:0003682	chromatin binding	0.00813950762622385	MF
1095	9.33336665743334e-4	3	25	GO:0030551	cyclic nucleotide binding	0.00854038094208657	MF
-1411	9.44532890065925e-4	3	15	GO:0005313	L-glutamate transmembrane transporter activity	0.00854038094208657	MF
-966	9.54440250421866e-4	2	32	GO:0034061	DNA polymerase activity	0.00854038094208657	MF
455	9.93407076502117e-4	2	146	GO:0003924	GTPase activity	0.00877509584243537	MF
-1087	0.00101637383045555	5	25	GO:0005283	amino acid:sodium symporter activity	0.00886432366055537	MF
-1712	0.00104299863238564	2	10	GO:0016725	oxidoreductase activity, acting on CH or CH2 groups	0.00898282572142133	MF
-951	0.0011457576595039	2	32	GO:0004536	deoxyribonuclease activity	0.00974601268392824	MF
-851	0.0015283217327532	4	38	GO:1901618	organic hydroxy compound transmembrane transporter activity	0.0128416301691092	MF
601	0.00172260177283979	2	75	GO:0060090	molecular adaptor activity	0.0141534042426344	MF
-963	0.00172552388444309	2	29	GO:0003887	DNA-directed DNA polymerase activity	0.0141534042426344	MF
1126	0.00179805505891667	2	21	GO:0043022	ribosome binding	0.0142480448481751	MF
383	0.00180126888998965	3	187	GO:0060589	nucleoside-triphosphatase regulator activity	0.0142480448481751	MF
-579	0.00181693280604616	2	80	GO:0008168	methyltransferase activity	0.0142480448481751	MF
-1152	0.0018317014079111	2	20	GO:0016763	transferase activity, transferring pentosyl groups	0.0142480448481751	MF
-529	0.00184391497063344	2	96	GO:0016779	nucleotidyltransferase activity	0.0142480448481751	MF
-1549	0.00186113793372389	2	11	GO:0015929	hexosaminidase activity	0.0142480448481751	MF
-700	0.00190893184499148	4	54	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	0.0144533411120783	MF
-540	0.00205049459656767	3	90	GO:0016741	transferase activity, transferring one-carbon groups	0.0152265530689185	MF
-807	0.00205914541541537	2	40	GO:0005326	neurotransmitter transporter activity	0.0152265530689185	MF
-469	0.0020773526683285	2	120	GO:0031406	carboxylic acid binding	0.0152265530689185	MF
-803	0.00246230413156153	2	39	GO:0072349	modified amino acid transmembrane transporter activity	0.017788197296244	MF
394	0.00247847161166825	2	165	GO:0008047	enzyme activator activity	0.017788197296244	MF
378	0.00255556727554572	2	179	GO:0030695	GTPase regulator activity	0.0180964830474494	MF
-457	0.00257395549876639	3	121	GO:0043177	organic acid binding	0.0180964830474494	MF
1028	0.0028551984951704	3	23	GO:0017154	semaphorin receptor activity	0.0198710279108324	MF
336	0.00296104845693225	2	222	GO:0016879	ligase activity, forming carbon-nitrogen bonds	0.0204016238682632	MF
-1069	0.00302986836394007	2	21	GO:0016655	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	0.0206691020074724	MF
848	0.00323701347277921	3	33	GO:0035591	signaling adaptor activity	0.0218657086543615	MF
1296	0.00332217479227069	4	14	GO:0016715	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen	0.0222230915715971	MF
252	0.00338341047355925	2	397	GO:0030234	enzyme regulator activity	0.02241509438733	MF
221	0.00345759219200036	3	526	GO:1901265	nucleoside phosphate binding	0.0226883906694119	MF
-1522	0.00356835964013615	3	10	GO:0019104	DNA N-glycosylase activity	0.0230833125107923	MF
-1286	0.00358478147845395	4	14	GO:0016015	morphogen activity	0.0230833125107923	MF
542	0.00393312332468372	4	78	GO:0004930	G protein-coupled receptor activity	0.0250918700991397	MF
-761	0.00409112207506024	3	39	GO:0004177	aminopeptidase activity	0.0258603955019863	MF
1031	0.00424508423792218	2	21	GO:0005070	SH3/SH2 adaptor activity	0.026589663999348902	MF
216	0.004294058508372	2	525	GO:0000166	nucleotide binding	0.0266541109213361	MF
935	0.00471307707657105	2	25	GO:0005080	protein kinase C binding	0.0287437398455862	MF
-1476	0.00471414020689585	4	10	GO:0004300	enoyl-CoA hydratase activity	0.0287437398455862	MF
1292	0.00480048485929208	-1	13	GO:0004716	obsolete signal transducer, downstream of receptor, with protein tyrosine kinase activity	0.0290134567373004	MF
-880	0.0048912936109085	3	28	GO:0005328	neurotransmitter:sodium symporter activity	0.0293052286775301	MF
605	0.00506036482701815	2	59	GO:0005088	Ras guanyl-nucleotide exchange factor activity	0.0300568221190992	MF
1278	0.00527077689383535	5	13	GO:0004500	dopamine beta-monooxygenase activity	0.0310390194859193	MF
-406	0.0055134962811835	4	130	GO:0015291	secondary active transmembrane transporter activity	0.0321932113367409	MF
565	0.00567401275564902	2	66	GO:0030674	protein binding, bridging	0.0328520570474132	MF
-905	0.00621456045634756	3	25	GO:0016796	exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	0.0356819346201956	MF
-561	0.00685294623335709	2	64	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	0.0390221483866367	MF
-1390	0.00776940370382834	2	10	GO:0000217	DNA secondary structure binding	0.0438780258355551	MF
1320	0.00801785579358679	2	11	GO:0031369	translation initiation factor binding	0.044913029607978	MF
-614	0.00813345106915835	2	51	GO:0004540	ribonuclease activity	0.0451931273116944	MF
494	0.00824393063081926	3	79	GO:0050839	cell adhesion molecule binding	0.0454405456370758	MF
653	0.00887395622532547	-1	44	GO:0004702	obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity	0.048525046343248	MF
-832	0.00897335458345132	2	27	GO:0016877	ligase activity, forming carbon-sulfur bonds	0.048682215023606	MF
236	0.00916178851238303	3	354	GO:0008092	cytoskeletal protein binding	0.0487747875069752	MF
-1111	0.00918285202288702	3	15	GO:0070888	E-box binding	0.0487747875069752	MF
617	0.0092027900956557	3	49	GO:0043021	ribonucleoprotein complex binding	0.0487747875069752	MF
237	0.00929970315569128	2	349	GO:0004672	protein kinase activity	0.0489121791929106	MF
652	0.00984821928688567	3	43	GO:0017137	Rab GTPase binding	0.0514047203686684	MF
929	0.00998951340755412	5	21	GO:0070001	aspartic-type peptidase activity	0.0517501859985322	MF
1259	0.0114406192433767	2	11	GO:0016675	oxidoreductase activity, acting on a heme group of donors	0.0588252735722877	MF
-1066	0.0124789455717443	4	15	GO:0016405	CoA-ligase activity	0.0636888407328283	MF
716	0.0129375966549891	6	33	GO:0003730	mRNA 3'-UTR binding	0.0655441477594668	MF
-820	0.0131057948037847	3	25	GO:0004520	endodeoxyribonuclease activity	0.0658422088193117	MF
-1024	0.0131875541611974	3	16	GO:0016878	acid-thiol ligase activity	0.0658422088193117	MF
939	0.0132909540606779	7	19	GO:0005546	phosphatidylinositol-4,5-bisphosphate binding	0.065881060056166	MF
-318	0.0153814723741593	2	163	GO:0048037	cofactor binding	0.0756988176128268	MF
-988	0.0167835104704254	2	16	GO:0008395	steroid hydroxylase activity	0.0820130405256958	MF
-690	0.0183943934171658	6	32	GO:0008235	metalloexopeptidase activity	0.0892516694677974	MF
966	0.0193633542159908	2	16	GO:0033613	activating transcription factor binding	0.0932961612225011	MF
195	0.019648188858267	4	420	GO:0016301	kinase activity	0.0940111258565692	MF
881	0.0201519692295486	6	19	GO:0030971;GO:1990782	protein tyrosine kinase binding	0.0957565986148896	MF
-572	0.0204787200569844	2	45	GO:0008519	ammonium transmembrane transporter activity	0.096642726844262	MF
-521	0.0210411740536759	2	54	GO:0052689	carboxylic ester hydrolase activity	0.0985575628852776	MF
777	0.0212884538478904	2	24	GO:0099106	ion channel regulator activity	0.0985575628852776	MF
-167	0.021313609390285	4	572	GO:0003677	DNA binding	0.0985575628852776	MF
233	0.021800342941665	5	277	GO:0032559	adenyl ribonucleotide binding	0.0990427543198083	MF
-869	0.0218397338222165	4	19	GO:0016891	endoribonuclease activity, producing 5'-phosphomonoesters	0.0990427543198083	MF
327	0.021849780343412	2	137	GO:0003779	actin binding	0.0990427543198083	MF
506	0.0223060574906606	3	56	GO:0015078	proton transmembrane transporter activity	0.100450154320687	MF
586	0.0233932425561916	3	41	GO:0003743	translation initiation factor activity	0.104661974813091	MF
-748	0.0236394176318847	6	25	GO:0015175	neutral amino acid transmembrane transporter activity	0.104745461241508	MF
-1126	0.0237159534886434	3	11	GO:0004693;GO:0097472	cyclin-dependent protein kinase activity	0.104745461241508	MF
191	0.0243273803127275	2	409	GO:0003723	RNA binding	0.106761560735473	MF
-1170	0.0250225249029024	4	10	GO:0043237	laminin-1 binding	0.108754390278643	MF
1170	0.0250971669873792	2	10	GO:0098631	cell adhesion mediator activity	0.108754390278643	MF
-723	0.0258404339401657	3	26	GO:0016893	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	0.111275368654839	MF
-439	0.0260414472986244	2	71	GO:0030545	receptor regulator activity	0.111444454588523	MF
175	0.026634973739576	1	478	GO:0098772	molecular function regulator	0.113280845102271	MF
191	0.0269913916596041	4	392	GO:0016773	phosphotransferase activity, alcohol group as acceptor	0.11365750220896	MF
1155	0.0270534548073577	4	10	GO:0004129;GO:0015002;GO:0016676	oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor	0.11365750220896	MF
-883	0.027550934495467	3	17	GO:0051287	NAD binding	0.115046023438647	MF
-515	0.0279952628812989	2	50	GO:0015101	organic cation transmembrane transporter activity	0.116197205573584	MF
-482	0.0282049339492597	2	57	GO:0042393	histone binding	0.116366464018203	MF
350	0.0283770509506885	3	109	GO:0004713	protein tyrosine kinase activity	0.116379691101336	MF
-963	0.0291988099519879	6	14	GO:0000175	3'-5'-exoribonuclease activity	0.119041302111951	MF
-1121	0.0318650870751058	2	10	GO:0019212	phosphatase inhibitor activity	0.129147323498517	MF
232	0.0325511755008483	2	242	GO:0005524	ATP binding	0.129451582972563	MF
943	0.032703459271280703	3	14	GO:0015020	glucuronosyltransferase activity	0.129451582972563	MF
-477	0.0327924082943024	2	55	GO:0048018	receptor ligand activity	0.129451582972563	MF
615	0.0328276411272324	3	33	GO:0008381	mechanosensitive ion channel activity	0.129451582972563	MF
1017	0.0328795747753244	6	12	GO:0005355;GO:0015149	hexose transmembrane transporter activity	0.129451582972563	MF
-1110	0.0335388208414576	2	10	GO:0019894	kinesin binding	0.131296861135024	MF
-875	0.0341630499028661	5	16	GO:0003954;GO:0008137;GO:0050136	NADH dehydrogenase (quinone) activity	0.132368965152118	MF
487	0.0341969169768898	7	52	GO:0017048	Rho GTPase binding	0.132368965152118	MF
453	0.034399495053084	3	60	GO:0032182	ubiquitin-like protein binding	0.132371250865677	MF
214	0.034718001202857	3	279	GO:0030554	adenyl nucleotide binding	0.132371250865677	MF
239	0.0347738699661648	3	220	GO:0004674	protein serine/threonine kinase activity	0.132371250865677	MF
